0.53888,9.9268,1
-2.2081,13.788,1
5.1871,11.499,1
-1.7761,13.035,1
3.8258,13.796,1
0.82465,8.8129,1
1.4616,10.268,1
1.4701,11.623,1
0.14648,11.161,1
4.9237,12.131,1
-3.3545,10.948,1
-0.17732,11.449,1
-3.578,10.81,1
1.9538,12.283,1
1.6506,12.03,1
2.0762,12.861,1
1.3121,11.213,1
-2.2913,13.802,1
4.9156,11.605,1
2.7147,14.924,1
3.275,14.677,1
-3.27,12.46,1
0.93695,8.4836,1
3.3391,15.033,1
-1.9552,14.34,1
3.6525,13.793,1
-1.7889,14.173,1
1.9553,13.555,1
-2.4454,13.867,1
-1.0609,12.926,1
3.2838,14.069,1
1.875,14.589,1
2.2505,13.857,1
2.6215,15.218,1
-2.595,13.446,1
1.4846,11.053,1
-0.117,11.43,1
-1.0505,13.104,1
1.8056,13.936,1
3.1181,15.024,1
-3.3908,12.459,1
-0.7673,12.306,1
-1.2855,13.097,1
1.264,9.9747,1
5.1397,11.766,1
-1.3726,13.559,1
1.7345,11.899,1
2.1613,14.279,1
5.4796,10.847,1
4.6476,12.318,1
1.7454,12.973,1
1.5723,12.515,1
-3.058,12.747,1
-0.68472,12.091,1
4.7531,12.497,1
1.3142,8.6725,1
5.8702,9.9543,1
-3.5998,7.7074,1
0.078468,10.737,1
-0.083611,11.341,1
1.8795,12.3,1
-3.5648,6.9665,1
-0.35464,11.399,1
3.2195,14.571,1
2.9228,14.495,1
-2.2003,14.2,1
0.28452,10.715,1
3.1891,13.758,1
3.0315,14.621,1
1.3655,9.6068,1
-0.9252,12.99,1
6.1903,8.7285,1
0.81636,8.9191,1
-2.5928,12.902,1
4.0327,13.451,1
-3.6526,7.4517,1
6.2297,8.3496,1
2.0725,14.341,1
-3.4035,11.38,1
2.8359,14.227,1
2.854,15.241,1
1.561,10.187,1
-3.5646,10.645,1
1.5229,9.7028,1
5.7234,10.069,1
-2.9523,13.915,1
-1.0224,12.732,1
3.3409,14.397,1
-0.72388,12.393,1
2.4705,14.317,1
2.0914,13.78,1
4.9788,11.848,1
1.3951,8.9117,1
-3.2586,10.646,1
-3.1564,12.189,1
-1.6148,13.625,1
-1.7104,13.584,1
3.1574,14.952,1
-1.6978,14.096,1
0.31312,10.515,1
-0.64235,12.594,1
0.972,8.9978,1
1.2318,7.8415,1
3.1918,13.863,1
0.612,9.774,1
3.5019,14.342,1
-0.50413,11.687,1
1.5881,12.037,1
2.0377,14.349,1
-2.9367,13.403,1
-2.7025,13.038,1
4.2818,13.72,1
5.36,10.823,1
1.6856,12.484,1
-1.2385,13.488,1
-2.7695,13.768,1
1.7726,13.211,1
1.3642,10.359,1
1.9415,13.947,1
1.2935,9.0106,1
-2.9804,12.661,1
-1.9532,13.792,1
-2.8997,13.432,1
-3.4716,10.628,1
3.9648,13.997,1
-2.2072,14.169,1
2.8256,14.387,1
1.3517,8.0258,1
1.2493,9.453,1
3.2244,14.03,1
1.4119,10.307,1
-2.4295,12.982,1
3.4829,14.26,1
2.7876,15.126,1
2.5738,15.088,1
-1.4544,13.167,1
0.43465,9.8206,1
-1.8475,13.34,1
-2.5544,13.456,1
-3.4727,9.7477,1
-3.4314,10.084,1
1.337,9.5859,1
0.51317,10.363,1
-3.0023,12.943,1
2.5161,14.363,1
5.7051,10.205,1
4.5937,12.452,1
-3.5076,12.102,1
1.8153,12.971,1
2.9205,14.673,1
-3.477,9.2259,1
1.8921,13.777,1
2.1089,13.326,1
-3.1883,12.233,1
-1.5717,13.898,1
-3.332,12.133,1
2.3397,13.878,1
3.9196,13.351,1
-1.8787,14.553,1
2.5842,15.171,1
3.846,14.232,1
-2.1187,13.469,1
4.7493,11.58,1
-1.7946,14.018,1
1.3559,8.3601,1
4.5591,12.667,1
-3.4281,11.219,1
4.061,13.188,1
-3.2003,11.911,1
3.4576,14.265,1
1.4626,9.1879,1
-3.6527,11.573,1
-1.8133,13.747,1
-2.9528,12.818,1
-1.2905,13.66,1
-3.1133,13.28,1
-3.6196,8.154,1
1.0752,8.4812,1
3.4527,15.249,1
-3.3878,10.067,1
-3.5411,9.6581,1
1.6841,13.437,1
-0.68474,12.379,1
-2.5231,13.207,1
3.0709,15.075,1
1.7704,12.456,1
1.791,13.381,1
1.2823,8.2823,1
-0.66984,12.521,1
5.278,10.895,1
1.5228,10.291,1
2.1924,13.602,1
-2.0504,13.362,1
-2.6582,13.964,1
-2.9577,12.761,1
-3.6128,8.9746,1
-1.1337,12.75,1
5.2035,11.456,1
-1.8988,14.17,1
-3.7303,9.8719,1
-1.5163,13.785,1
-1.0982,13.397,1
-1.6941,13.617,1
-3.5931,9.1454,1
-0.49011,11.975,1
0.40215,10.11,1
-1.8627,13.933,1
2.5655,14.608,1
-3.4583,9.3419,1
2.5424,14.483,1
-3.03,12.828,1
-3.4582,9.1121,1
-3.4142,8.9857,1
5.0301,12.236,1
-1.599,14.028,1
1.5258,9.7015,1
-3.3479,11.239,1
3.9504,13.69,1
0.75875,9.2733,1
0.23846,10.572,1
3.2145,14.474,1
-0.34642,11.844,1
-1.6754,13.981,1
5.2022,11.561,1
-3.1923,13.565,1
2.2153,13.845,1
1.2524,9.5253,1
-3.5479,8.7109,1
1.2717,7.8743,1
1.2589,9.3413,1
-2.0632,13.781,1
-0.25184,11.875,1
-3.6748,7.7839,1
0.14425,10.795,1
-2.198,13.573,1
4.313,13.415,1
-0.083356,11.361,1
4.3652,12.962,1
-0.41583,11.874,1
-1.6679,14.275,1
2.0801,14.716,1
0.6878,9.513,1
-2.3267,13.231,1
6.095,8.9504,1
2.1561,14.316,1
1.4055,8.9644,1
-2.8818,12.815,1
-1.9465,13.899,1
4.9497,12.056,1
3.0063,14.383,1
3.7194,14.532,1
1.485,11.134,1
4.2067,12.87,1
2.8904,14.715,1
1.9833,14.178,1
0.013124,10.958,1
2.8906,14.963,1
2.9491,14.704,1
-3.3143,12.035,1
4.7899,12.321,1
-2.1441,14.187,1
1.94,13.437,1
1.5483,10.541,1
-2.357,12.902,1
-1.9132,13.872,1
2.6815,14.201,1
-1.0808,12.938,1
2.3153,13.531,1
3.8503,13.499,1
-2.8899,11.985,1
-3.4113,12.262,1
5.335,10.831,1
-0.6984,12.659,1
-2.8827,12.979,1
-2.1804,13.498,1
0.88747,8.9223,1
-1.4723,13.663,1
4.8554,12.13,1
0.7496,9.1064,1
-1.4244,14.053,1
-1.9912,13.858,1
2.8732,14.864,1
-3.4734,8.537,1
-2.4591,13.814,1
1.381,10.193,1
4.5242,12.348,1
0.87883,8.9989,1
3.3685,13.997,1
2.8796,14.227,1
0.10955,10.885,1
3.9772,13.894,1
2.9558,14.689,1
5.4826,10.488,1
2.7879,14.789,1
1.625,11.723,1
-1.6143,13.519,1
-1.0855,13.183,1
4.3597,13.138,1
2.0238,13.971,1
2.2336,13.502,1
1.6553,13.236,1
-3.122,12.225,1
2.8167,14.459,1
1.74,13.186,1
-3.3187,10.701,1
-3.2528,11.606,1
-3.3174,11.068,1
1.3967,8.0695,1
-3.2686,12.85,1
0.68221,9.9386,1
-3.2647,11.029,1
6.1411,8.885,1
-0.99028,12.893,1
1.5435,11.195,1
1.6932,12.787,1
1.646,11.758,1
2.2213,14.245,1
0.45197,9.7512,1
-2.2444,13.834,1
-1.8929,13.835,1
-1.6842,13.202,1
1.2479,9.4315,1
2.3283,14.299,1
2.1306,13.927,1
1.5338,8.4882,1
0.85903,9.1028,1
-3.5996,9.3306,1
3.3868,14.121,1
-1.0367,13.458,1
1.9924,14.38,1
-2.9257,12.897,1
0.5692,10.153,1
1.0254,8.8719,1
3.1981,14.334,1
1.0009,8.8486,1
0.59582,10.272,1
3.5354,14.121,1
0.20179,10.372,1
4.0734,13.741,1
1.265,8.3821,1
0.035145,10.935,1
3.2463,14.301,1
2.4679,14.287,1
1.7124,12.403,1
1.7676,13.615,1
2.317,13.786,1
2.3631,14.029,1
5.9163,9.3675,1
1.6527,12.573,1
0.97355,8.8907,1
-3.2908,11.411,1
-2.1487,13.754,1
1.5148,10.815,1
3.1152,13.938,1
-2.5718,13.371,1
4.213,13.398,1
1.4656,11.275,1
-2.8894,11.891,1
1.7569,13.049,1
-0.1092,11.321,1
0.69981,9.6458,1
1.4006,9.1534,1
-0.42274,12.209,1
-2.411,13.74,1
4.1154,13.237,1
0.89164,9.2598,1
-3.6533,7.5732,1
-1.0267,12.902,1
1.8041,12.603,1
-0.82679,13.003,1
-3.2813,11.988,1
2.5305,14.533,1
2.8326,14.231,1
-0.079351,11.127,1
6.0142,9.5852,1
0.77927,9.482,1
-1.8669,13.381,1
1.8688,14.039,1
-0.0043266,11.044,1
4.8789,11.904,1
0.58125,10.055,1
1.6458,13.048,1
-1.9066,13.369,1
1.824,12.251,1
2.7806,14.093,1
3.587,13.959,1
1.6194,12.895,1
5.8597,10.061,1
3.7816,13.743,1
4.2277,13.646,1
-2.8942,12.681,1
-3.5974,8.6982,1
-0.14779,11.31,1
-0.88907,13.063,1
3.3199,14.795,1
2.3952,14.59,1
-2.9058,13.229,1
-2.5925,13.673,1
-0.48055,12.12,1
-0.54808,12.719,1
-1.9586,14.07,1
1.6097,10.872,1
0.80587,9.4583,1
-3.7687,9.5433,1
-3.4841,9.6868,1
-0.90345,12.293,1
0.011254,11.013,1
4.629,12.15,1
0.42364,10.224,1
1.2554,10.355,1
2.9516,14.533,1
-2.5178,13.15,1
2.5566,14.691,1
6.0468,8.9215,1
1.7593,12.357,1
-3.6139,9.6539,1
2.2848,14.027,1
-2.5913,13.234,1
-1.8701,13.917,1
-2.5338,13.848,1
2.324,14.291,1
-3.2464,11.737,1
-3.5595,8.0702,1
1.3113,9.1147,1
4.0656,12.952,1
-1.4968,13.787,1
0.48556,10.264,1
-3.1899,11.121,1
3.1967,13.882,1
4.8946,11.929,1
2.8661,14.088,1
-2.6472,13.642,1
-0.993,12.463,1
1.4336,11.586,1
4.4534,12.663,1
3.8057,13.811,1
2.1681,13.894,1
3.1147,14.953,1
4.5762,12.389,1
2.9725,14.68,1
4.7475,12.624,1
-3.1844,12.597,1
0.59093,9.9136,1
6.0808,9.2016,1
1.766,13.817,1
2.7136,13.808,1
1.6729,12.981,1
-3.4082,11.571,1
-3.6811,8.465,1
2.6572,14.123,1
-3.3946,10.394,1
2.2052,13.439,1
-1.0937,13.13,1
1.2153,9.0309,1
1.4234,8.5674,1
-2.7325,14.11,1
1.3444,10.365,1
-2.7087,13.537,1
1.1563,8.3901,1
2.5472,14.987,1
5.2014,11.844,1
2.0033,13.888,1
-1.977,13.903,1
-3.504,10.676,1
1.4916,11.362,1
-2.9128,12.356,1
1.6193,13.394,1
-1.8134,13.969,1
-2.2824,13.794,1
-1.8046,13.9,1
2.0036,14.23,1
-3.5223,9.1548,1
1.5798,10.858,1
-2.3171,13.163,1
-3.6632,9.1255,1
1.8572,13.56,1
2.3689,14.483,1
-3.3311,11.369,1
1.0072,8.6127,1
3.0742,14.602,1
-1.3079,13.888,1
2.9639,14.625,1
6.0812,8.9211,1
1.426,10.612,1
2.9764,15.067,1
-1.0109,12.896,1
0.9708,8.5962,1
-1.2921,12.686,1
-3.8712,9.2346,1
2.1028,13.529,1
-2.8542,12.527,1
2.488,13.878,1
-1.9695,13.391,1
-1.1528,12.856,1
3.5102,13.766,1
-2.5345,12.992,1
3.2114,14.468,1
3.1829,13.88,1
2.5419,14.258,1
1.1464,9.675,1
-1.7113,13.055,1
-0.93801,12.685,1
-2.5826,13.41,1
-0.98106,12.832,1
1.8482,13.482,1
2.8363,13.886,1
-0.79192,12.345,1
-3.3159,11.645,1
-0.97855,13.173,1
